bias,bias_strength,n_broadcasters,broadcast_opinion,convince_range,converge_mult,grid_length,opinion_type,stubborn_fraction,seed,replication,converged,convergence_step,final_variance,final_mean,n_clusters,polarisation
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.0,121,121,False,500,0.092105,0.4692,6,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.0,1121,1121,False,500,0.076985,0.5009,8,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.0,2121,2121,False,500,0.075173,0.5096,6,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.0,3121,3121,False,500,0.078095,0.4785,8,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.0,4121,4121,False,500,0.088462,0.5146,6,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.1,602,602,False,500,0.082494,0.5261,6,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.1,1602,1602,False,500,0.085107,0.5133,6,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.1,2602,2602,False,500,0.071029,0.4711,7,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.1,3602,3602,False,500,0.070126,0.4798,6,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.1,4602,4602,False,500,0.074346,0.5082,5,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.2,10,10,False,500,0.085619,0.5062,4,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.2,1010,1010,False,500,0.065915,0.5533,4,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.2,2010,2010,False,500,0.088928,0.458,7,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.2,3010,3010,False,500,0.075733,0.4869,5,0.01
0.5,0.0,0,1.0,0.1,0.1,10,continuous,0.2,4010,4010,False,500,0.104708,0.5176,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.0,662,662,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.0,1662,1662,False,500,0.2356,0.62,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.0,2662,2662,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.0,3662,3662,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.0,4662,4662,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.1,848,848,False,500,0.2436,0.58,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.1,1848,1848,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.1,2848,2848,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.1,3848,3848,False,500,0.2464,0.56,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.1,4848,4848,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.2,965,965,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.2,1965,1965,False,500,0.2451,0.43,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.2,2965,2965,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.2,3965,3965,False,500,0.2436,0.42,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,binary,0.2,4965,4965,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.0,269,269,False,500,0.116275,0.535,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.0,1269,1269,False,500,0.121875,0.575,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.0,2269,2269,False,500,0.1484,0.46,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.0,3269,3269,False,500,0.1275,0.55,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.0,4269,4269,False,500,0.117475,0.505,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.1,274,274,False,500,0.1064,0.44,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.1,1274,1274,False,500,0.117475,0.505,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.1,2274,2274,False,500,0.1299,0.49,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.1,3274,3274,False,500,0.1441,0.53,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.1,4274,4274,False,500,0.1346,0.48,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.2,320,320,False,500,0.116875,0.525,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.2,1320,1320,False,500,0.125,0.5,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.2,2320,2320,False,500,0.1184,0.46,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.2,3320,3320,False,500,0.1034,0.46,3,0.01
0.5,0.0,0,1.0,0.1,0.1,10,ternary,0.2,4320,4320,False,500,0.1246,0.52,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.0,198,198,False,500,0.09363,0.4952,7,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.0,1198,1198,False,500,0.083706,0.4953,5,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.0,2198,2198,False,500,0.078676,0.5003,7,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.0,3198,3198,False,500,0.06481,0.5191,6,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.0,4198,4198,False,500,0.079943,0.5187,6,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.1,387,387,False,500,0.080152,0.5213,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.1,1387,1387,False,500,0.080249,0.4736,5,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.1,2387,2387,False,500,0.073639,0.5274,6,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.1,3387,3387,False,500,0.075405,0.4648,4,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.1,4387,4387,False,500,0.085078,0.5302,7,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.2,108,108,False,500,0.099745,0.4965,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.2,1108,1108,False,500,0.078699,0.4659,6,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.2,2108,2108,False,500,0.087345,0.4823,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.2,3108,3108,False,500,0.085406,0.4722,5,0.01
0.5,0.0,0,1.0,0.1,0.3,10,continuous,0.2,4108,4108,False,500,0.08218,0.5403,5,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.0,553,553,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.0,1553,1553,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.0,2553,2553,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.0,3553,3553,False,500,0.2451,0.43,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.0,4553,4553,False,500,0.2436,0.58,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.1,45,45,False,500,0.2379,0.61,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.1,1045,1045,False,500,0.2419,0.41,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.1,2045,2045,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.1,3045,3045,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.1,4045,4045,False,500,0.2491,0.47,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.2,893,893,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.2,1893,1893,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.2,2893,2893,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.2,3893,3893,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,binary,0.2,4893,4893,False,500,0.2436,0.58,2,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.0,737,737,False,500,0.132275,0.515,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.0,1737,1737,False,500,0.125,0.5,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.0,2737,2737,False,500,0.1391,0.47,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.0,3737,3737,False,500,0.115,0.5,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.0,4737,4737,False,500,0.141275,0.535,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.1,2,2,False,500,0.1484,0.46,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.1,1002,1002,False,500,0.1149,0.49,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.1,2002,2002,False,500,0.1284,0.46,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.1,3002,3002,False,500,0.1114,0.56,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.1,4002,4002,False,500,0.131275,0.535,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.2,312,312,False,500,0.091275,0.535,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.2,1312,1312,False,500,0.121275,0.535,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.2,2312,2312,False,500,0.1146,0.48,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.2,3312,3312,False,500,0.121875,0.525,3,0.01
0.5,0.0,0,1.0,0.1,0.3,10,ternary,0.2,4312,4312,False,500,0.126275,0.535,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.0,974,974,False,500,0.086115,0.5538,7,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.0,1974,1974,False,500,0.075364,0.4985,6,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.0,2974,2974,False,500,0.087945,0.4458,5,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.0,3974,3974,False,500,0.07894,0.4536,6,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.0,4974,4974,False,500,0.082533,0.522,9,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.1,281,281,False,500,0.062393,0.4368,8,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.1,1281,1281,False,500,0.071855,0.4839,7,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.1,2281,2281,False,500,0.079245,0.537,6,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.1,3281,3281,False,500,0.080472,0.5286,6,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.1,4281,4281,False,500,0.080296,0.4524,7,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.2,25,25,False,500,0.099631,0.5017,6,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.2,1025,1025,False,500,0.091014,0.5361,6,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.2,2025,2025,False,500,0.086156,0.5183,8,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.2,3025,3025,False,500,0.077304,0.5464,7,0.01
0.5,0.0,0,1.0,0.1,0.5,10,continuous,0.2,4025,4025,False,500,0.075254,0.4899,5,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.0,923,923,False,500,0.2139,0.69,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.0,1923,1923,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.0,2923,2923,False,500,0.2436,0.58,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.0,3923,3923,False,500,0.2419,0.59,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.0,4923,4923,False,500,0.2436,0.58,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.1,528,528,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.1,1528,1528,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.1,2528,2528,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.1,3528,3528,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.1,4528,4528,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.2,672,672,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.2,1672,1672,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.2,2672,2672,False,500,0.24,0.6,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.2,3672,3672,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,binary,0.2,4672,4672,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.0,622,622,False,500,0.1191,0.53,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.0,1622,1622,False,500,0.125,0.5,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.0,2622,2622,False,500,0.126875,0.525,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.0,3622,3622,False,500,0.1199,0.49,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.0,4622,4622,False,500,0.131275,0.465,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.1,111,111,False,500,0.127475,0.505,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.1,1111,1111,False,500,0.108275,0.435,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.1,2111,2111,False,500,0.1246,0.52,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.1,3111,3111,False,500,0.11,0.5,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.1,4111,4111,False,500,0.1286,0.58,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.2,285,285,False,500,0.121875,0.475,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.2,1285,1285,False,500,0.1191,0.47,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.2,2285,2285,False,500,0.1349,0.51,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.2,3285,3285,False,500,0.132275,0.485,3,0.01
0.5,0.0,0,1.0,0.1,0.5,10,ternary,0.2,4285,4285,False,500,0.1246,0.52,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.0,103,103,False,500,0.02813,0.5343,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.0,1103,1103,False,500,0.050177,0.4814,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.0,2103,2103,False,500,0.061989,0.5228,5,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.0,3103,3103,False,500,0.0517,0.4973,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.0,4103,4103,False,500,0.046397,0.4646,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.1,459,459,False,500,0.056195,0.529,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.1,1459,1459,False,500,0.044396,0.4275,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.1,2459,2459,False,500,0.055493,0.5249,6,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.1,3459,3459,False,500,0.044988,0.3857,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.1,4459,4459,False,500,0.073301,0.4344,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.2,994,994,False,500,0.067752,0.4468,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.2,1994,1994,False,500,0.05927,0.5088,5,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.2,2994,2994,False,500,0.077761,0.4879,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.2,3994,3994,False,500,0.060169,0.4182,5,0.01
0.5,0.0,0,1.0,0.2,0.1,10,continuous,0.2,4994,4994,False,500,0.050817,0.4783,4,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.0,199,199,False,500,0.2491,0.47,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.0,1199,1199,False,500,0.2379,0.39,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.0,2199,2199,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.0,3199,3199,False,500,0.2436,0.42,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.0,4199,4199,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.1,902,902,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.1,1902,1902,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.1,2902,2902,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.1,3902,3902,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.1,4902,4902,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.2,629,629,False,500,0.2475,0.55,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.2,1629,1629,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.2,2629,2629,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.2,3629,3629,False,500,0.2419,0.59,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,binary,0.2,4629,4629,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.0,472,472,False,500,0.1199,0.49,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.0,1472,1472,False,500,0.130475,0.545,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.0,2472,2472,False,500,0.1231,0.37,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.0,3472,3472,False,500,0.1149,0.49,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.0,4472,4472,False,500,0.125475,0.545,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.1,127,127,False,500,0.126875,0.425,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.1,1127,1127,False,500,0.111875,0.525,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.1,2127,2127,False,500,0.1201,0.43,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.1,3127,3127,False,500,0.117475,0.505,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.1,4127,4127,False,500,0.125475,0.455,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.2,589,589,False,500,0.1214,0.56,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.2,1589,1589,False,500,0.1349,0.49,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.2,2589,2589,False,500,0.131875,0.575,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.2,3589,3589,False,500,0.12,0.5,3,0.01
0.5,0.0,0,1.0,0.2,0.1,10,ternary,0.2,4589,4589,False,500,0.116875,0.525,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.0,163,163,False,500,0.064666,0.5022,5,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.0,1163,1163,False,500,0.052553,0.5186,4,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.0,2163,2163,False,500,0.037902,0.5073,5,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.0,3163,3163,False,500,0.051698,0.5197,4,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.0,4163,4163,False,500,0.051157,0.5312,2,nan
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.1,338,338,False,500,0.052976,0.5031,4,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.1,1338,1338,False,500,0.057542,0.5101,6,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.1,2338,2338,False,500,0.042277,0.4397,5,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.1,3338,3338,False,500,0.075193,0.614,5,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.1,4338,4338,False,500,0.136159,0.4233,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.2,290,290,False,500,0.032001,0.5169,6,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.2,1290,1290,False,500,0.078477,0.4516,4,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.2,2290,2290,False,500,0.060064,0.6097,5,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.2,3290,3290,False,500,0.046806,0.4599,5,0.01
0.5,0.0,0,1.0,0.2,0.3,10,continuous,0.2,4290,4290,False,500,0.038395,0.5814,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.0,125,125,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.0,1125,1125,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.0,2125,2125,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.0,3125,3125,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.0,4125,4125,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.1,141,141,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.1,1141,1141,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.1,2141,2141,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.1,3141,3141,False,500,0.24,0.4,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.1,4141,4141,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.2,787,787,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.2,1787,1787,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.2,2787,2787,False,500,0.2451,0.43,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.2,3787,3787,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,binary,0.2,4787,4787,False,500,0.2499,0.49,2,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.0,877,877,False,500,0.1091,0.53,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.0,1877,1877,False,500,0.134475,0.555,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.0,2877,2877,False,500,0.131875,0.475,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.0,3877,3877,False,500,0.130475,0.545,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.0,4877,4877,False,500,0.122275,0.485,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.1,866,866,False,500,0.116275,0.465,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.1,1866,1866,False,500,0.106275,0.535,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.1,2866,2866,False,500,0.146875,0.525,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.1,3866,3866,False,500,0.1025,0.45,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.1,4866,4866,False,500,0.116275,0.465,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.2,176,176,False,500,0.1241,0.47,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.2,1176,1176,False,500,0.1491,0.47,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.2,2176,2176,False,500,0.1391,0.47,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.2,3176,3176,False,500,0.1299,0.51,3,0.01
0.5,0.0,0,1.0,0.2,0.3,10,ternary,0.2,4176,4176,False,500,0.1249,0.49,3,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.0,740,740,False,500,0.051989,0.5207,3,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.0,1740,1740,False,500,0.055308,0.4926,3,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.0,2740,2740,False,500,0.069648,0.4962,4,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.0,3740,3740,False,500,0.023186,0.4877,5,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.0,4740,4740,False,500,0.063764,0.5096,3,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.1,152,152,False,500,0.076584,0.5244,6,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.1,1152,1152,False,500,0.085346,0.5686,5,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.1,2152,2152,False,500,0.05893,0.3792,4,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.1,3152,3152,False,500,0.014679,0.4398,6,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.1,4152,4152,False,500,0.048726,0.4933,5,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.2,405,405,False,500,0.135003,0.5226,6,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.2,1405,1405,False,500,0.059983,0.4683,4,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.2,2405,2405,False,500,0.098609,0.5253,4,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.2,3405,3405,False,500,0.048475,0.4629,2,0.01
0.5,0.0,0,1.0,0.2,0.5,10,continuous,0.2,4405,4405,False,500,0.054084,0.5001,6,0.01
0.5,0.0,0,1.0,0.2,0.5,10,binary,0.0,51,51,False,500,0.24,0.6,2,0.01
0.5,0.0,0,1.0,0.2,0.5,10,binary,0.0,1051,1051,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.2,0.5,10,binary,0.0,2051,2051,False,500,0.2379,0.39,2,0.01
0.5,0.0,0,1.0,0.2,0.5,10,binary,0.0,3051,3051,False,500,0.2464,0.56,2,0.01
0.5,0.0,0,1.0,0.2,0.5,10,binary,0.0,4051,4051,False,500,0.2496,0.48,2,0.01
